X,Y
174.5,171.5
185.5,169.5
197.5,169
185.5,20
197.5,163
197.9378,161.68648
198.3757,160.37296
198.8135,159.05943
199.2514,157.74591
199.6892,156.43239
200.0611,155.10292
200.2716,153.73445
200.4822,152.36597
200.6927,150.9975
200.9032,149.62903
201.6587,148.6453
202.8778,147.98888
204.0969,147.33245
205.316,146.67603
206.535,146.0196
207.7157,145.30826
208.7505,144.3884
209.7854,143.46854
210.8202,142.54868
211.8551,141.62882
212.336,140.35771
212.7266,139.02939
213.1173,137.70108
213.508,136.37277
213.8987,135.04446
214.2894,133.71614
214.737,132.40754
215.2512,131.122
215.7654,129.83645
216.2796,128.55091
216.7939,127.26536
217.3081,125.97982
217.5,124.6322
217.5,123.24763
217.5,121.86306
217.5,120.47848
217.5,119.09391
217.5,117.70933
217.5,116.32476
217.5,114.94019
217.5,113.55561
217.5,112.17104
217.3991,110.79364
217.2033,109.42298
217.0075,108.05232
216.8117,106.68166
216.6159,105.311
216.5,103.93466
216.5,102.55009
216.5,101.16551
216.5,99.78094
216.5,98.39637
216.8125,97.0625
217.2503,95.74898
217.6882,94.43546
218.126,93.12194
218.5639,91.80842
219,90.49462
219,89.11004
219,87.72547
219,86.34089
219,84.95632
219,83.57175
219,82.18717
218.9376,80.81273
218.4997,79.49921
218.0619,78.18568
217.6241,76.87216
217.1862,75.55864
216.7484,74.24512
216.3105,72.9316
215.8298,71.63518
215.2442,70.38051
214.6587,69.12583
214.0732,67.87115
213.4877,66.61647
212.9022,65.3618
212.176,64.21196
211.1411,63.2921
210.1063,62.37224
209.0714,61.45238
208.0366,60.53252
206.8547,59.81282
205.6674,59.10047
204.4802,58.38811
203.2929,57.67575
203.8678,56.92146
205.0198,56.15344
206.1719,55.38542
207.3239,54.61739
206.6233,53.72074
205.5885,52.80088
204.5536,51.88102
203.5188,50.96116
202.6041,49.93437
201.8101,48.80008
201.0161,47.66579
200.2221,46.53151
199.375,45.48958
197.9952,45.3746
196.6154,45.25962
195.2356,45.14463
193.8558,45.02965
193.5,43.97247
193.5,42.58789
193.5,41.20332
193.5,39.81875
193.5,38.43417
193.5883,37.05834
193.8599,35.70066
194.1314,34.34297
194.4029,32.98528
194.6745,31.6276
194.946,30.26991
193.976,29.57334
192.6979,29.04081
191.4199,28.50828
190.1418,27.97575
188.9376,27.36624
188.3521,26.11156
187.7665,24.85688
187.181,23.6022
186.5955,22.34753
186.01,21.09285
185.3342,20.06632
184.0486,20.58054
182.7631,21.09476
181.4776,21.60898
180.192,22.1232
178.9065,22.63741
177.9646,23.40675
177.8447,24.78611
177.7247,26.16548
177.6048,27.54485
177.4849,28.92422
177.3649,30.30359
177.245,31.68296
177.125,33.06233
177.0051,34.4417
176.0623,35.43766
175.0833,36.4167
174.1043,37.39574
173.1252,38.37478
172.1462,39.35383
171.1083,40.26112
169.9563,41.02915
168.8042,41.79717
167.6522,42.56519
167.1999,43.56647
167.6607,44.87211
168.1216,46.17775
168.5824,47.48339
169.0432,48.78903
169.504,50.09467
169.9648,51.40031
169.4281,52.64384
168.8089,53.88224
168.1897,55.12064
168.1498,56.44869
168.3657,57.81632
168.5817,59.18395
168.7976,60.55158
169.0136,61.91921
169.2295,63.28684
169.4454,64.65447
168.5392,65.3843
167.2537,65.89852
165.9682,66.41274
164.6826,66.92696
163.3476,67.28811
162.0043,67.62392
160.6611,67.95972
159.3179,68.29553
157.9585,68.5
156.5739,68.5
155.1893,68.5
154,68.69526
154,70.07983
154,71.4644
154,72.84898
154,74.23355
154,75.61813
154,77.0027
154,78.38727
154,79.77185
154,81.15642
154,82.541
154,83.92557
154,85.31014
154.3778,86.63341
154.8156,87.94693
155.2535,89.26045
155.6913,90.57398
156.0991,91.89626
156.4349,93.2395
156.7707,94.58273
157.1065,95.92597
157.4423,97.2692
157.7781,98.61243
158,99.96969
158,101.35427
158,102.73884
158,104.12341
158,105.50799
158.0685,106.88993
158.1746,108.27043
158.2808,109.65092
158.387,111.03142
158.4932,112.41192
158.6923,113.78189
158.8977,115.15114
159.1031,116.5204
159.3084,117.88966
159.5138,119.25891
159.7192,120.62817
159.9246,121.99742
160.0486,123.37502
160.1254,124.75747
160.2022,126.13991
160.279,127.52235
160.3558,128.90479
160.4326,130.28723
160.5597,131.65912
161.0458,132.95554
161.532,134.25195
162.0181,135.54837
162.5043,136.84479
162.9905,138.1412
163.4766,139.43762
163.8969,140.75678
164.3138,142.07708
164.7308,143.39739
165.1477,144.71769
165.5646,146.038
165.9816,147.35831
166.3985,148.67861
167.0665,149.88117
167.8152,151.04584
168.5639,152.21052
169.3126,153.37519
170.0613,154.53986
170.8101,155.70454
171.2766,156.99563
171.6471,158.32969
172.0177,159.66375
172.3883,160.99781
172.7589,162.33188
173.1294,163.66594
173.5,165
