X,Y
319,393
334.167,394.167
350.833,390.833
328.167,92.167
349.5,380.833
349.2366,378.46177
348.9732,376.09055
348.7098,373.71932
348.4464,371.34809
348.183,368.97687
348.3266,366.59763
348.4966,364.21788
348.6665,361.83813
348.8365,359.45838
349.0064,357.07862
349.1764,354.69887
349.3463,352.31912
349.5375,349.9419
349.9298,347.58855
350.3221,345.23521
350.7143,342.88187
351.1066,340.52853
351.4989,338.17518
351.8912,335.82184
352.1375,333.45948
352.0381,331.07573
351.9388,328.69199
351.8394,326.30825
351.74,323.92451
351.6406,321.54077
351.5413,319.15703
351.5,316.77207
351.5,314.38626
351.5,312.00045
351.5,309.61464
351.5,307.22883
351.5,304.84301
351.5,302.4572
351.568,300.07301
351.6815,297.6899
351.7951,295.30679
351.9086,292.92368
352.0221,290.54057
352.1357,288.15746
352.167,285.7724
352.167,283.38659
352.167,281.00077
352.167,278.61496
352.167,276.22915
352.167,273.84334
352.167,271.45753
352.167,269.07171
352.167,266.6859
352.167,264.30009
352.167,261.91428
352.167,259.52847
352.167,257.14265
352.167,254.75684
352.167,252.37103
352.167,249.98522
351.9714,247.6095
351.7259,245.23635
351.4804,242.8632
351.2349,240.49005
350.9894,238.11691
350.7439,235.74376
350.4984,233.37061
350.2529,230.99747
349.9397,228.63283
349.59,226.27279
349.2403,223.91274
348.8906,221.55269
348.541,219.19265
348.1913,216.8326
347.8416,214.47255
347.4976,212.11196
347.3939,209.7284
347.2902,207.34484
347.1866,204.96129
347.0829,202.57773
346.9792,200.19417
346.8755,197.81061
346.794,195.42627
346.7278,193.04137
346.6616,190.65648
346.5954,188.27158
346.5292,185.88669
346.4631,183.5018
346.3969,181.1169
346.3307,178.73201
346.2645,176.34712
346.1983,173.96222
346.167,171.57684
346.167,169.19103
346.167,166.80522
346.167,164.41941
346.167,162.0336
346.1513,159.64802
346.079,157.26331
346.0067,154.87859
345.9344,152.49387
345.8621,150.10916
345.7898,147.72444
345.7175,145.33973
345.6452,142.95501
345.5729,140.57029
345.5006,138.18558
345.323,135.8064
345.1445,133.42727
344.9661,131.04814
344.7877,128.66901
344.6092,126.28988
344.4308,123.91075
344.2524,121.53162
344.0739,119.15249
343.8955,116.77336
343.7171,114.39423
343.5386,112.0151
343.0281,109.69127
342.4259,107.38272
341.8237,105.07417
341.2214,102.76562
340.6192,100.45707
340.0169,98.14852
339.1813,96.05451
336.9315,95.26045
334.6817,94.46638
332.4319,93.67231
330.1821,92.87824
327.9266,92.2311
325.6213,92.84569
323.316,93.46029
321.0107,94.07488
318.7054,94.68947
317.7839,96.62104
317.284,98.9539
316.7842,101.28676
316.2843,103.61962
315.9577,105.98097
315.6842,108.35106
315.4107,110.72114
315.1373,113.09123
314.8638,115.46132
314.5903,117.8314
314.3168,120.20149
313.9773,122.56188
313.5579,124.91053
313.1384,127.25917
312.7189,129.60782
312.2994,131.95647
311.88,134.30511
311.4605,136.65376
311.041,139.0024
310.833,141.36979
310.833,143.7556
310.833,146.14141
310.833,148.52722
310.833,150.91303
310.833,153.29885
310.833,155.68466
310.833,158.07047
310.833,160.45628
310.833,162.84209
310.833,165.22791
310.833,167.61372
310.833,169.99953
310.6279,172.37173
310.3126,174.73663
309.9974,177.10152
309.6822,179.46641
309.5,181.84014
309.5,184.22595
309.5,186.61176
309.5,188.99757
309.5,191.38339
309.5,193.7692
309.5,196.15501
309.5,198.54082
309.5,200.92663
309.5,203.31245
309.5,205.69826
309.5,208.08407
309.5,210.46988
309.5,212.85569
309.5,215.24151
309.5,217.62732
309.5,220.01313
309.5,222.39894
309.5,224.78475
309.5,227.17057
309.5,229.55638
309.5,231.94219
309.5,234.328
309.5,236.71381
309.5,239.09962
309.5,241.48544
309.5,243.87125
309.5036,246.25699
309.599,248.64089
309.6944,251.0248
309.7898,253.4087
309.8852,255.7926
309.9806,258.17651
310.076,260.56041
310.1703,262.94435
310.2403,265.32914
310.3104,267.71392
310.3805,270.0987
310.4505,272.48349
310.5206,274.86827
310.5907,277.25305
310.6608,279.63783
310.7308,282.02262
310.8009,284.4074
310.833,286.79274
310.833,289.17855
310.833,291.56436
310.833,293.95018
310.833,296.33599
310.833,298.7218
310.833,301.10761
310.833,303.49342
310.833,305.87924
310.833,308.26505
310.833,310.65086
310.9509,313.03214
311.134,315.41092
311.3171,317.7897
311.5002,320.16847
311.6832,322.54725
311.8663,324.92603
312.0494,327.30481
312.2219,329.68433
312.3755,332.06519
312.529,334.44606
312.6826,336.82692
312.8362,339.20779
312.9897,341.58865
313.1433,343.96952
313.2969,346.35038
313.4504,348.73125
313.5734,351.11379
313.6818,353.49714
313.7902,355.88049
313.8985,358.26384
314.0069,360.64719
314.1153,363.03054
314.3808,365.39673
314.7895,367.74727
315.1982,370.09782
315.6069,372.44836
316.0156,374.79891
316.4243,377.14945
316.833,379.5
